NEWSID,SCRIP_CD,XML_NAME,NEWSSUB,DT_TM,NEWS_DT,CRITICALNEWS,ANNOUNCEMENT_TYPE,QUARTER_ID,FILESTATUS,ATTACHMENTNAME,MORE,HEADLINE,CATEGORYNAME,OLD,RN,PDFFLAG,NSURL,SLONGNAME,AGENDA_ID,TotalPageCnt,News_submission_dt,DissemDT,TimeDiff,Fld_Attachsize,SUBCATNAME,AUDIO_VIDEO_FILE
df2d85ac-24c2-4030-9746-72d3255d6cc4,531638,ANN_531638_DF2D85AC-24C2-4030-9746-72D3255D6CC4,"Suraj Ltd-$ - 531638 - Board Meeting Outcome for Standalone And Consolidated Audited Financial Results For The Quarter And Year Ended 31St March, 2026",2026-05-07T13:00:35.063,2026-05-07T13:00:35.063,0,A,,N    ,662176d0-5188-4987-b50c-59214562d1ea.pdf,,"Standalone and Consolidated Audited Financial results for the quarter and year ended 31st March, 2026",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/suraj-ltd/surajltd/531638/,Suraj Ltd-$,198,1,2026-05-07T13:00:23,2026-05-07T13:00:35.063,00:00:12,12545178,Outcome of Board Meeting,
f4fcb79d-8ebb-4073-99dc-97b355549f61,526951,ANN_526951_F4FCB79D-8EBB-4073-99DC-97B355549F61,"Stylam Industries Ltd - 526951 - Board Meeting Outcome for Audited Standalone & Consolidated Financial Results For The Financial Year Ended March 31, 2026.",2026-05-07T12:40:00.793,2026-05-07T12:40:00.793,0,A,,N    ,281aab6d-7cc2-41cd-a11e-02f02d3eed8a.pdf,,"Audited Standalone & Consolidated Financial Results For The Financial Year Ended March 31, 2026.",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/stylam-industries-ltd/stylamind/526951/,Stylam Industries Ltd,198,1,2026-05-07T12:39:55,2026-05-07T12:40:00.793,00:00:05,7939417,Outcome of Board Meeting,
0751d985-ea08-4dab-a47e-0df4eef8ac38,532977,ANN_532977_0751D985-EA08-4DAB-A47E-0DF4EEF8AC38,"Bajaj Auto Ltd - 532977 - Board Meeting Outcome for Outcome Of Board Meeting - Audited Financial Results For The Year Ended 31 March 2026, Final Dividend And AGM.",2026-05-06T18:52:01.68,2026-05-06T18:52:01.68,0,A,,N    ,12ea33bb-7afb-4a5d-ad93-4e8046ee65b5.pdf,,"Outcome of Board Meeting - Audited financial results for the year ended 31 March 2026, Final dividend and AGM.",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/bajaj-auto-ltd/bajaj-auto/532977/,Bajaj Auto Ltd,198,4,2026-05-06T18:51:57,2026-05-06T18:52:01.68,00:00:04,17022512,Outcome of Board Meeting,
b1d5d3a2-2cbf-479e-a0fd-a3701cc2cbbd,531334,ANN_531334_B1D5D3A2-2CBF-479E-A0FD-A3701CC2CBBD,"Vikalp Securities Ltd - 531334 - Board Meeting Outcome for Outcome Of The Board Meeting Held On Wednesday, 06Th May, 2026 And Submission Of Audited Financial Results (Standalone) For The Fourth Quarter And Year Ended On 31St March, 2026",2026-05-06T18:37:48.783,2026-05-06T18:37:48.783,0,A,,N    ,63463e7a-bd3a-4102-a57a-1de70833743e.pdf,"Pursuant to Regulations 30, 33 and other applicable regulations of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform that the Board of Directors of Vikalp Securities Limited ['the Company'] at its meeting held today i.e. Wednesday 06th May, 2026 has inter-alia discussed, approved, and taken on record the following matter:
1. Approved Audited Financial Results (Standalone) for the Fourth Quarter and year ended on 31st March, 2026.

2. Taking on record 'Audit Report' as issued by M/s. Rajeshkumar P. Shah & Co.., Statutory Auditors of the Company. We would like to state that M/s. Rajeshkumar P. Shah & Co., statutory auditors of the Company, have issued audit reports with unmodified opinion on the Statement.
","Pursuant to Regulations 30, 33 and other applicable regulations of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform that the Board of Directors ....",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/vikalp-securities-ltd/vikalps/531334/,Vikalp Securities Ltd,198,4,2026-05-06T18:37:46,2026-05-06T18:37:48.783,00:00:02,684325,Outcome of Board Meeting,
2b744f77-9372-4d72-b31c-08114782481e,544657,ANN_544657_2B744F77-9372-4D72-B31C-08114782481E,Pajson Agro India Ltd - 544657 - Board Meeting Outcome for Pajson Agro India Limited Has Submitted Outcome Of Board Meeting Held On 06.05.2026,2026-05-06T18:24:49.913,2026-05-06T18:24:49.913,0,A,,N    ,873f6c14-be0a-4b57-87d4-9290860a00a0.pdf,,"Pajson Agro India Limited has submitted the financial results for the period ended March 31, 2026.",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/pajson-agro-india-ltd/pajson/544657/,Pajson Agro India Ltd,198,4,2026-05-06T18:24:45,2026-05-06T18:24:49.917,00:00:04,11498058,Outcome of Board Meeting,
d88cc80e-dcbf-47c2-bcb6-fd06daedd99e,505893,ANN_505893_D88CC80E-DCBF-47C2-BCB6-FD06DAEDD99E,Hindustan Hardy Ltd - 505893 - Board Meeting Outcome for Outcome Of Board Meeting And Submission Of Audited Financial Results For The Quarter And Year Ended 31.03.2026.,2026-05-06T18:19:39.677,2026-05-06T18:19:39.677,0,A,,N    ,7adf5908-ebd4-46d4-b908-dbe4415e0e74.pdf,"The Board of directors at the meeting held today at 04.39 p.m (start time) and concluded at 05.04 p.m (conclusion time), approved the following: 
1) Audited Financial Statements for the year ended 31.03.2026 and 
2) Audited Financial Results for the quarter and year ended 31.03.2026 and 

recommended a dividend of Rs. 2.80/- per share (28%) on the Equity shares of the Company of Rs. 10/- each  for the Financial year ended March 31, 2026.  
Pursuant to Regulation 33 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, enclosed please find Audited Financial Results for the quarter and year ended 31.03.2026 duly approved by the Board of Directors along with report of the Auditors along and the declaration for unmodified opinion for your records.","The Board of directors at the meeting held today at 04.39 p.m (start time) and concluded at 05.04 p.m (conclusion time), approved the following: 
1) Audited Financial Statements for the ....",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/hindustan-hardy-ltd/hindhard/505893/,Hindustan Hardy Ltd,198,4,2026-05-06T18:19:35,2026-05-06T18:19:39.677,00:00:04,2887834,Outcome of Board Meeting,
a6df5af9-d767-4ffd-93b5-11b7ffe56d16,506854,ANN_506854_A6DF5AF9-D767-4FFD-93B5-11B7FFE56D16,"TANFAC Industries Ltd-$ - 506854 - Board Meeting Outcome for Audited Financial Results For The Quarter And Financial Year Ended March 31, 2026 And Recommendation Of Dividend",2026-05-06T17:37:45.533,2026-05-06T17:37:45.533,0,A,,N    ,ae781c98-9db8-415b-8f35-4df3c6e3a8fd.pdf,"The Board of Directors of the Company at their Board Meeting held today considered and approved the Audited Financial Results for the quarter and financial year ended March 31, 2026 and recommendation of Dividend for the financial year ended March 31, 2026.","The Board of Directors of the Company at their Board Meeting held today considered and approved the Audited Financial Results for the quarter and financial year ended March 31, 2026 and ....",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/tanfac-industries-ltd/tanfacind/506854/,TANFAC Industries Ltd-$,198,3,2026-05-06T17:37:42,2026-05-06T17:37:45.533,00:00:03,3530973,Outcome of Board Meeting,
f856316a-7324-4a28-9e80-756ccc7eb202,543259,ANN_543259_F856316A-7324-4A28-9E80-756CCC7EB202,"Home First Finance Company India Ltd - 543259 - Board Meeting Outcome for Outcome Of The Board Meeting Held On Wednesday, May 06, 2026 And Submission Of Audited Financial Results For The Quarter And Year Ended March 31, 2026.",2026-05-06T17:35:15.07,2026-05-06T17:35:15.07,0,A,,N    ,90f8da8d-5d2f-4582-8c9b-aac688700c8b.pdf,,"Outcome of the Board Meeting held on Wednesday, May 06, 2026 and submission of Audited Financial Results for the quarter and year ended March 31, 2026.",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/home-first-finance-company-india-ltd/homefirst/543259/,Home First Finance Company India Ltd,198,3,2026-05-06T17:35:11,2026-05-06T17:35:15.07,00:00:04,6397303,Outcome of Board Meeting,
13524733-a671-46d1-b648-5d569d9e15ea,538635,ANN_538635_13524733-A671-46D1-B648-5D569D9E15EA,Snowman Logistics Ltd - 538635 - Board Meeting Outcome for Financial Results For The Period Ended 31St March 2026,2026-05-06T17:16:39.807,2026-05-06T17:16:39.807,0,A,,N    ,4b8e8204-9cdd-45d7-bc45-fce054b4ee45.pdf,,Results,Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/snowman-logistics-ltd/snowman/538635/,Snowman Logistics Ltd,198,3,2026-05-06T17:16:37,2026-05-06T17:16:39.807,00:00:02,3667963,Outcome of Board Meeting,
053c4c27-4155-4fde-84b0-a80b1066235e,544632,ANN_544632_053C4C27-4155-4FDE-84B0-A80B1066235E,"Meesho Ltd - 544632 - Board Meeting Outcome for Approval Of Audited Financial Results (Standalone & Consolidated) For The Quarter And Year Ended March 31, 2026",2026-05-06T17:02:21.907,2026-05-06T17:02:21.907,0,A,,N    ,bee2347d-1b23-4793-bcc1-c07bd74ef551.pdf,,"Outcome of Board Meeting held on May 06, 2026",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/meesho-ltd/meesho/544632/,Meesho Ltd,198,3,2026-05-06T17:02:18,2026-05-06T17:02:21.907,00:00:03,10539826,Outcome of Board Meeting,
4561a971-b898-4832-bde0-904399583cf0,500387,ANN_500387_4561A971-B898-4832-BDE0-904399583CF0,"Shree Cement Ltd - 500387 - Board Meeting Outcome for Approval Of Audited Financial Results For The Quarter And Year Ended 31St March, 2026 And Recommendation Of Final Dividend",2026-05-06T16:50:27.47,2026-05-06T16:50:27.47,0,A,,N    ,070f308c-2862-43f7-87b2-7ce3b074409f.pdf,,"Board meeting outcome for approval of Audited Financial Results for the Quarter and Year ended 31st March, 2026 and Recommendation of Final Dividend",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/shree-cement-ltd/shreecem/500387/,Shree Cement Ltd,198,3,2026-05-06T16:50:25,2026-05-06T16:50:27.47,00:00:02,4352477,Outcome of Board Meeting,
7143bde7-8ed8-4cb7-a0ef-9dd212489684,524394,ANN_524394_7143BDE7-8ED8-4CB7-A0EF-9DD212489684,Vimta Labs Ltd-$ - 524394 - Board Meeting Outcome for Q4 FY- 2025-26 - Audited Financial Results.,2026-05-06T15:53:14.19,2026-05-06T15:53:14.19,0,A,,N    ,8f843dd3-30e2-4b35-abf1-d935a7489e1a.pdf,,Audited Financial Results for the 4th Quarter and Financial Year ended 31.03.2026.,Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/vimta-labs-ltd/vimtalabs/524394/,Vimta Labs Ltd-$,198,3,2026-05-06T15:53:08,2026-05-06T15:53:14.19,00:00:06,3712335,Outcome of Board Meeting,
65378f10-6c7c-4596-bb98-2119eeb5ff5e,542694,ANN_542694_65378F10-6C7C-4596-BB98-2119EEB5FF5E,"Parshva Enterprises Ltd - 542694 - Board Meeting Outcome for Outcome Of Board Meeting Held 6Th May, 2026",2026-05-06T14:45:04.093,2026-05-06T14:45:04.093,0,A,,N    ,7196056a-7f02-4104-9960-61b2f23740a4.pdf,"Outcome of Board Meeting Held 6th May, 2026 have considered and approved the Statement of Audited Standalone and Consolidated Financial Results of the Company for the Quarter and Year ended 31st March, 2026 along with the statement of Standalone and Consolidated Assets and Liabilities and Standalone and Consolidated Cash Flow Statement as at 31st March, 2026","Outcome of Board Meeting Held 6th May, 2026 have considered and approved the Statement of Audited Standalone and Consolidated Financial Results of the Company for the Quarter and Year ended ....",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/parshva-enterprises-ltd/parshva/542694/,Parshva Enterprises Ltd,198,3,2026-05-06T14:45:00,2026-05-06T14:45:04.093,00:00:04,7521762,Outcome of Board Meeting,
89daac19-1438-45f7-85b2-4e371a25f4cd,540189,ANN_540189_89DAAC19-1438-45F7-85B2-4E371A25F4CD,Unipro Technologies Ltd - 540189 - Board Meeting Outcome for Outcome Of Board Meeting Held On 06.05.2026,2026-05-06T14:39:20.263,2026-05-06T14:39:20.263,0,A,,N    ,cc122dee-8e90-4e86-b927-65cc80deee21.pdf,"1. Approved audited standalone financial results for the 4th quarter ended 31.03.2026 
2. Approved audited standalone financial results for the year ended 31.03.2026
3. Took note of resignation of Company Secretary and Compliance Officer","1. Approved audited standalone financial results for the 4th quarter ended 31.03.2026 
2. Approved audited standalone financial results for the year ended 31.03.2026
3. Took note of resignation ....",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/unipro-technologies-ltd/uprotech/540189/,Unipro Technologies Ltd,198,3,2026-05-06T14:39:17,2026-05-06T14:39:20.263,00:00:03,3379280,Outcome of Board Meeting,
49d3e171-02fb-42b4-8659-5f0d0356bef8,532661,ANN_532661_49D3E171-02FB-42B4-8659-5F0D0356BEF8,"Rane (Madras) Ltd - 532661 - Board Meeting Outcome for Board Meeting Outcome For Board Meeting Held On May 06, 2026 - Under Regulation 30 Of SEBI LODR
",2026-05-06T13:59:14.837,2026-05-06T13:59:14.837,0,A,,N    ,2ebe2d71-a9a6-4989-b04b-c93d923730c8.pdf,"Outcome of meeting of the Board of Directors held on May 06, 2026 approving financial results, dividend and other matters is enclosed. The meeting of the Board of Directors commenced at 12:15 hrs and concluded at 13:45 hrs. (IST).


","Outcome of meeting of the Board of Directors held on May 06, 2026 approving financial results, dividend and other matters is enclosed. The meeting of the Board of Directors commenced at ....",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/rane-(madras)-ltd/rml/532661/,Rane (Madras) Ltd,198,3,2026-05-06T13:59:11,2026-05-06T13:59:14.837,00:00:03,3027451,Outcome of Board Meeting,
e0cbab63-ee5a-4e09-8437-ed6fddc93aca,532218,ANN_532218_E0CBAB63-EE5A-4E09-8437-ED6FDDC93ACA,"South Indian Bank Ltd - 532218 - Board Meeting Outcome for Outcome Of The Board Meeting - Submission Of Audited Financial Results (Standalone And
Consolidated) For The Quarter/Financial Year Ended 31St March, 2026, And Recommendation Of
Dividend For The Financial Year 2025-26.",2026-05-06T13:53:21.447,2026-05-06T13:53:21.447,0,A,,N    ,68608b9a-cbe9-40aa-a9af-8f2681139618.pdf,"Outcome of the Board Meeting - Submission of Audited Financial Results (Standalone and
Consolidated) for the quarter/financial year ended 31st March, 2026, and recommendation of
Dividend for the Financial Year 2025-26.","Outcome of the Board Meeting - Submission of Audited Financial Results (Standalone and
Consolidated) for the quarter/financial year ended 31st March, 2026, and recommendation of
Dividend ....",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/south-indian-bank-ltd/southbank/532218/,South Indian Bank Ltd,198,3,2026-05-06T13:53:15,2026-05-06T13:53:21.447,00:00:06,9008980,Outcome of Board Meeting,
7abff515-d518-4d23-927b-c6ac08d98c47,543709,ANN_543709_7ABFF515-D518-4D23-927B-C6AC08D98C47,"PNGS Gargi Fashion Jewellery Ltd - 543709 - Board Meeting Outcome for Outcome Of Board Meeting Held On May 06, 2026",2026-05-06T13:38:40.197,2026-05-06T13:38:40.197,0,A,,N    ,2dc5e584-ca6a-44f4-8ba3-5805c012d9f2.pdf,"Outcome of the Board Meeting held on May 06, 2026 to consider and approve inter-alia, the Audited Financial Results for the quarter, half year and year ended March 31, 2026 and Re-appointment of Statutory Auditors.","Outcome of the Board Meeting held on May 06, 2026 to consider and approve inter-alia, the Audited Financial Results for the quarter, half year and year ended March 31, 2026 and Re-appointment ....",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/pngs-gargi-fashion-jewellery-ltd/gargi/543709/,PNGS Gargi Fashion Jewellery Ltd,198,3,2026-05-06T13:38:37,2026-05-06T13:38:40.197,00:00:03,1902718,Outcome of Board Meeting,
598e0261-a8f4-4083-8d17-d928e78bd331,500655,ANN_500655_598E0261-A8F4-4083-8D17-D928E78BD331,"Garware Hi-Tech Films Ltd - 500655 - Board Meeting Outcome for Outcome Of The Board Meeting Along With Financial Results For The Quarter And Year Ended March 31, 2026 And Auditors Report Thereon.",2026-05-06T13:10:22.46,2026-05-06T13:10:22.46,0,A,,N    ,c7f1dafe-b76e-4765-b833-78d98b55c35f.pdf,,"Outcome of the Board Meeting along with Financial Results for the quarter and year ended March 31, 2026 and Auditors Report thereon.",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/garware-hi-tech-films-ltd/grwrhitech/500655/,Garware Hi-Tech Films Ltd,198,3,2026-05-06T13:10:12,2026-05-06T13:10:22.46,00:00:10,17686675,Outcome of Board Meeting,
0bdb9212-1e79-406c-b9fe-92f49fe18b2f,542484,ANN_542484_0BDB9212-1E79-406C-B9FE-92F49FE18B2F,"Arvind Fashions Ltd - 542484 - Board Meeting Outcome for Arvind Fashions Limited Has Submitted To The Exchange, The Audited Financial Results For The Period Ended March 31, 2026.",2026-05-06T12:19:35.513,2026-05-06T12:19:35.513,0,A,,N    ,9b6d7341-b518-4d84-bef6-8ceea750f293.pdf,,"Arvind Fashions Limited has submitted to the Exchange, the audited financial results for the period ended March 31, 2026.",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/arvind-fashions-ltd/arvindfasn/542484/,Arvind Fashions Ltd,198,3,2026-05-06T12:19:30,2026-05-06T12:19:35.513,00:00:05,7632333,Outcome of Board Meeting,
5619157e-c897-4567-bd7e-47e0b7198051,542323,ANN_542323_5619157E-C897-4567-BD7E-47E0B7198051,"KPI Green Energy Ltd - 542323 - Board Meeting Outcome for Approval Of Audited Standalone And Consolidated Financial Results For The Quarter And Year Ended March 31, 2026",2026-05-06T11:53:01.773,2026-05-06T11:53:01.773,0,A,,N    ,b6f28686-4717-4670-aa75-6f2b80daa468.pdf,"KPI Green Energy Limited has informed the exchange regarding the outcome of Board Meeting held on May 06, 2026 and submitted Audited Standalone and Consolidated Financial results for the Quarter and Year Ended March 31, 2026. The detail outcome is enclosed","KPI Green Energy Limited has informed the exchange regarding the outcome of Board Meeting held on May 06, 2026 and submitted Audited Standalone and Consolidated Financial results for the ....",Board Meeting,1,1,0,https://www.bseindia.com/stock-share-price/kpi-green-energy-ltd/kpigreen/542323/,KPI Green Energy Ltd,198,3,2026-05-06T11:52:58,2026-05-06T11:53:01.773,00:00:03,6450337,Outcome of Board Meeting,
